# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 10M of event 'cycles:ppp'
# Event count (approx.): 17266751320924
#
# Overhead  Command     Shared Object        Symbol                                        
# ........  ..........  ...................  ..............................................
#
     0.00%  translator  perf-29433.map       [.] src_0x18a818
     0.00%  translator  perf-29433.map       [.] src_0x194430
     0.00%  translator  perf-29433.map       [.] src_0x62944
     0.00%  translator  [kernel.kallsyms]    [k] unlink_file_vma
     0.00%  translator  perf-29433.map       [.] src_0x2c2cdc
     0.00%  translator  perf-29433.map       [.] src_0x2c3560
     0.00%  translator  [kernel.kallsyms]    [k] apic_ack_irq
     0.00%  translator  perf-29433.map       [.] src_0x194b8c
     0.00%  translator  perf-29433.map       [.] src_0x2c344c
     0.00%  translator  [kernel.kallsyms]    [k] __default_send_IPI_dest_field
     0.00%  translator  perf-29433.map       [.] src_0x188d38
     0.00%  translator  perf-29433.map       [.] src_0x62ab0
     0.00%  translator  perf-29433.map       [.] src_0xdcfb8
     0.00%  translator  perf-29433.map       [.] src_0x18b154
     0.00%  translator  perf-29433.map       [.] src_0x2c2ca8
     0.00%  translator  perf-29433.map       [.] src_0x4d73c
     0.00%  translator  perf-29433.map       [.] src_0x6018c
     0.00%  translator  [kernel.kallsyms]    [k] rcu_note_context_switch
     0.00%  translator  perf-29433.map       [.] src_0x199378
     0.00%  translator  perf-29433.map       [.] src_0x2c2064
     0.00%  translator  perf-29433.map       [.] src_0x199358
     0.00%  translator  [kernel.kallsyms]    [k] jbd2_journal_get_write_access
     0.00%  translator  perf-29433.map       [.] src_0x199448
     0.00%  translator  [kernel.kallsyms]    [k] __inc_node_state
     0.00%  translator  perf-29433.map       [.] src_0x64a84
     0.00%  translator  perf-29433.map       [.] src_0x6010c
     0.00%  translator  perf-29433.map       [.] src_0x601c0
     0.00%  translator  perf-29433.map       [.] src_0x19e55c
     0.00%  translator  perf-29433.map       [.] src_0x19e710
     0.00%  translator  perf-29433.map       [.] src_0x18c1e8
     0.00%  translator  perf-29433.map       [.] src_0x1993d0
     0.00%  translator  perf-29433.map       [.] src_0x62c44
     0.00%  translator  perf-29433.map       [.] src_0x1994a8
     0.00%  translator  perf-29433.map       [.] src_0x1821f4
     0.00%  translator  [kernel.kallsyms]    [k] ipv4_mtu
     0.00%  translator  perf-29433.map       [.] src_0x2c2c7c
     0.00%  translator  [nfs]                [k] nfs_page_find_swap_request
     0.00%  translator  perf-29433.map       [.] src_0x2c3498
     0.00%  translator  perf-29433.map       [.] src_0x2a59bc
     0.00%  translator  [kernel.kallsyms]    [k] native_cpuid
     0.00%  translator  perf-29433.map       [.] src_0x2d918
     0.00%  translator  perf-29433.map       [.] src_0x62d20
     0.00%  translator  [kernel.kallsyms]    [k] rtnl_notify
     0.00%  translator  perf-29433.map       [.] src_0x2c2f14
     0.00%  translator  [kernel.kallsyms]    [k] local_clock
     0.00%  translator  [nfs]                [k] nfs_file_write
     0.00%  translator  perf-29433.map       [.] src_0xba234
     0.00%  translator  perf-29433.map       [.] src_0x196160
     0.00%  translator  [kernel.kallsyms]    [k] select_idle_sibling
     0.00%  translator  perf-29433.map       [.] src_0x18ad14
     0.00%  translator  [kernel.kallsyms]    [k] down_write
     0.00%  translator  perf-29433.map       [.] src_0x62b28
     0.00%  translator  perf-29433.map       [.] src_0x68c70
     0.00%  translator  perf-29433.map       [.] src_0x62bdc
     0.00%  translator  [kernel.kallsyms]    [k] percpu_counter_add_batch
     0.00%  translator  [kernel.kallsyms]    [k] trigger_dyntick_cpu.isra.35
     0.00%  translator  perf-29433.map       [.] src_0x194494
     0.00%  translator  perf-29433.map       [.] src_0x199204
     0.00%  translator  perf-29433.map       [.] src_0x1998ec
     0.00%  translator  perf-29433.map       [.] src_0x263c90
     0.00%  translator  [kernel.kallsyms]    [k] sched_clock_tick
     0.00%  translator  perf-29433.map       [.] src_0x62a44
     0.00%  translator  perf-29433.map       [.] src_0x1993b8
     0.00%  translator  [ib_core]            [k] netevent_callback
     0.00%  translator  perf-29433.map       [.] src_0x62ac4
     0.00%  translator  [nf_conntrack]       [k] __nf_ct_l4proto_find
     0.00%  translator  [kernel.kallsyms]    [k] netdev_pick_tx
     0.00%  translator  perf-29433.map       [.] src_0x6013c
     0.00%  translator  [kernel.kallsyms]    [k] get_pwq.isra.20
     0.00%  translator  [kernel.kallsyms]    [k] unlink_anon_vmas
     0.00%  translator  perf-29433.map       [.] src_0x60210
     0.00%  translator  perf-29433.map       [.] src_0x60254
     0.00%  translator  perf-29433.map       [.] src_0x64d7c
     0.00%  translator  [kernel.kallsyms]    [k] tracing_record_taskinfo
     0.00%  translator  perf-29433.map       [.] src_0x297a34
     0.00%  translator  perf-29433.map       [.] src_0x62a00
     0.00%  translator  [kernel.kallsyms]    [k] ext4_inode_table
     0.00%  translator  [nf_nat_ipv4]        [k] nf_nat_ipv4_fn
     0.00%  translator  [bonding]            [k] bond_dev_queue_xmit
     0.00%  translator  perf-29433.map       [.] src_0x267ae0
     0.00%  translator  perf-29433.map       [.] src_0x2c23fc
     0.00%  translator  [nf_conntrack_ipv4]  [k] ipv4_conntrack_local
     0.00%  translator  perf-29433.map       [.] src_0x1992d8
     0.00%  translator  perf-29433.map       [.] src_0xfca04
     0.00%  translator  perf-29433.map       [.] src_0x19df04
     0.00%  translator  perf-29433.map       [.] src_0x2ddf38
     0.00%  translator  [kernel.kallsyms]    [k] perf_output_put_handle
     0.00%  translator  perf-29433.map       [.] src_0x19617c
     0.00%  translator  [kernel.kallsyms]    [k] tcp_keepalive_timer
     0.00%  translator  perf-29433.map       [.] src_0x69434
     0.00%  translator  [kernel.kallsyms]    [k] add_timer_on
     0.00%  translator  perf-29433.map       [.] src_0x2d6a0
     0.00%  translator  perf-29433.map       [.] src_0x18a278
     0.00%  translator  perf-29433.map       [.] src_0x62a8c
     0.00%  translator  [kernel.kallsyms]    [k] from_kprojid
     0.00%  translator  perf-29433.map       [.] src_0x29dad8
     0.00%  translator  [kernel.kallsyms]    [k] PageHuge
     0.00%  translator  perf-29433.map       [.] src_0x62cd8
     0.00%  translator  [xt_conntrack]       [k] conntrack_mt_v3
     0.00%  translator  perf-29433.map       [.] src_0x4b8fc
     0.00%  translator  perf-29433.map       [.] src_0x13ce64
     0.00%  translator  [kernel.kallsyms]    [k] hrtick_update
     0.00%  translator  [kernel.kallsyms]    [k] reschedule_interrupt
     0.00%  translator  perf-29433.map       [.] src_0x18a2f0
     0.00%  translator  perf-29433.map       [.] src_0x199390
     0.00%  translator  perf-29433.map       [.] src_0x19e41c
     0.00%  translator  perf-29433.map       [.] src_0x19e544
     0.00%  translator  perf-29433.map       [.] src_0x2c3878
     0.00%  translator  [kernel.kallsyms]    [k] tcp_v4_md5_lookup
     0.00%  translator  [kernel.kallsyms]    [k] __tcp_transmit_skb
     0.00%  translator  [kernel.kallsyms]    [k] __nlmsg_put
     0.00%  translator  perf-29433.map       [.] src_0x29283c
     0.00%  translator  perf-29433.map       [.] src_0x18b0c4
     0.00%  translator  [kernel.kallsyms]    [k] writeout_period
     0.00%  translator  perf-29433.map       [.] src_0x64a58
     0.00%  translator  perf-29433.map       [.] src_0xe85b8
     0.00%  translator  [kernel.kallsyms]    [k] ipv4_dst_check
     0.00%  translator  [iptable_filter]     [k] iptable_filter_hook
     0.00%  translator  [kernel.kallsyms]    [k] swiotlb_map_page
     0.00%  translator  perf-29433.map       [.] src_0x13325c
     0.00%  translator  perf-29433.map       [.] src_0x18b090
     0.00%  translator  perf-29433.map       [.] src_0x19b5dc
     0.00%  translator  perf-29433.map       [.] src_0x64fdc
     0.00%  translator  [nf_conntrack]       [k] __nf_conntrack_find_get
     0.00%  translator  perf-29433.map       [.] src_0x64bdc
     0.00%  translator  [kernel.kallsyms]    [k] find_next_bit
     0.00%  translator  [kernel.kallsyms]    [k] group_balance_cpu
     0.00%  translator  perf-29433.map       [.] src_0x193208
     0.00%  translator  perf-29433.map       [.] src_0x199564
     0.00%  translator  perf-29433.map       [.] src_0x2c35a4
     0.00%  translator  perf-29433.map       [.] src_0x2a59c8
     0.00%  translator  [kernel.kallsyms]    [k] task_ctx_sched_out
     0.00%  translator  perf-29433.map       [.] src_0x18a1b4
     0.00%  translator  perf-29433.map       [.] src_0x19c7f8
     0.00%  translator  perf-29433.map       [.] src_0x2c1ff0
     0.00%  translator  perf-29433.map       [.] src_0x19e52c
     0.00%  translator  perf-29433.map       [.] src_0x601ec
     0.00%  translator  perf-29433.map       [.] src_0x284514
     0.00%  translator  perf-29433.map       [.] src_0x299c00
     0.00%  translator  perf-29433.map       [.] src_0x2c393c
     0.00%  translator  [ip_vs]              [k] ip_vs_reply4
     0.00%  translator  perf-29433.map       [.] src_0x1934e4
     0.00%  translator  perf-29433.map       [.] src_0x1931bc
     0.00%  translator  perf-29433.map       [.] src_0x12f718
     0.00%  translator  perf-29433.map       [.] src_0x199490
     0.00%  translator  perf-29433.map       [.] src_0x18adb8
     0.00%  translator  perf-29433.map       [.] src_0x62b70
     0.00%  translator  perf-29433.map       [.] src_0x19b1b8
     0.00%  translator  perf-29433.map       [.] src_0x19443c
     0.00%  translator  perf-29433.map       [.] src_0x1943dc
     0.00%  translator  [kernel.kallsyms]    [k] __neigh_notify
     0.00%  translator  [kernel.kallsyms]    [k] ip_output
     0.00%  translator  perf-29433.map       [.] src_0x19ea68
     0.00%  translator  perf-29433.map       [.] src_0x60110
     0.00%  translator  [nf_conntrack_ipv4]  [k] ipv4_helper
     0.00%  translator  [tg3]                [k] tg3_periodic_fetch_stats
     0.00%  translator  [kernel.kallsyms]    [k] ip_local_out
     0.00%  translator  [nf_defrag_ipv4]     [k] ipv4_conntrack_defrag
     0.00%  translator  [kernel.kallsyms]    [k] __percpu_counter_sum
     0.00%  translator  perf-29433.map       [.] src_0x62c78
     0.00%  translator  [kernel.kallsyms]    [k] tcp_delack_timer_handler
     0.00%  translator  perf-29433.map       [.] src_0x118c40
     0.00%  translator  perf-29433.map       [.] src_0x19437c
     0.00%  translator  perf-29433.map       [.] src_0x19b4cc
     0.00%  translator  perf-29433.map       [.] src_0x1952b4
     0.00%  translator  perf-29433.map       [.] src_0x25370
     0.00%  translator  perf-29433.map       [.] src_0x1932dc
     0.00%  translator  perf-29433.map       [.] src_0x2c2cac
     0.00%  translator  perf-29433.map       [.] src_0x199268
     0.00%  translator  perf-29433.map       [.] src_0x19e8f8
     0.00%  translator  perf-29433.map       [.] src_0x64a8c
     0.00%  translator  perf-29433.map       [.] src_0x18b044
     0.00%  translator  perf-29433.map       [.] src_0x1aa3e8
     0.00%  translator  [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath
     0.00%  translator  perf-29433.map       [.] src_0x1997c0
     0.00%  translator  perf-29433.map       [.] src_0x18a870
     0.00%  translator  perf-29433.map       [.] src_0x19ea10
     0.00%  translator  perf-29433.map       [.] src_0x18ae30
     0.00%  translator  [kernel.kallsyms]    [k] ip_finish_output2
     0.00%  translator  perf-29433.map       [.] src_0x263ac4
     0.00%  translator  [kernel.kallsyms]    [k] pick_next_entity
     0.00%  translator  perf-29433.map       [.] src_0x1993f0
     0.00%  translator  perf-29433.map       [.] src_0x18b064
     0.00%  translator  [kernel.kallsyms]    [k] __tcp_send_ack.part.39
     0.00%  translator  perf-29433.map       [.] src_0x19e8a4
     0.00%  translator  [kernel.kallsyms]    [k] rcu_advance_cbs
     0.00%  translator  perf-29433.map       [.] src_0x137df4
     0.00%  translator  [tg3]                [k] tg3_msi_1shot
     0.00%  translator  perf-29433.map       [.] src_0x193420
     0.00%  translator  perf-29433.map       [.] src_0x12f6c4
     0.00%  translator  [ip_vs]              [k] ip_vs_in.part.28
     0.00%  translator  perf-29433.map       [.] src_0x62268
     0.00%  translator  perf-29433.map       [.] src_0x19e4c8
     0.00%  translator  perf-29433.map       [.] src_0x192b20
     0.00%  translator  perf-29433.map       [.] src_0x18a024
     0.00%  translator  perf-29433.map       [.] src_0x19e890
     0.00%  translator  translator           [.] storeRd
     0.00%  translator  perf-29433.map       [.] src_0x195c8c
     0.00%  translator  perf-29433.map       [.] src_0x28efe8
     0.00%  translator  perf-29433.map       [.] src_0x19c59c
     0.00%  translator  perf-29433.map       [.] src_0x199794
     0.00%  translator  perf-29433.map       [.] src_0x108f58
     0.00%  translator  perf-29433.map       [.] src_0x199c7c
     0.00%  translator  perf-29433.map       [.] src_0x19e9cc
     0.00%  translator  perf-29433.map       [.] src_0x353b0
     0.00%  translator  perf-29433.map       [.] src_0x1932e4
     0.00%  translator  perf-29433.map       [.] src_0x199958
     0.00%  translator  perf-29433.map       [.] src_0x13e8c0
     0.00%  translator  [sch_fq_codel]       [k] fq_codel_dequeue
     0.00%  translator  [iptable_mangle]     [k] iptable_mangle_hook
     0.00%  translator  perf-29433.map       [.] src_0x1932f0
     0.00%  translator  perf-29433.map       [.] src_0x19b48c
     0.00%  translator  [tg3]                [k] tg3_recycle_rx.isra.40
     0.00%  translator  [kernel.kallsyms]    [k] get_work_pool
     0.00%  translator  [kernel.kallsyms]    [k] timekeeping_update
     0.00%  translator  perf-29433.map       [.] src_0x2a6404
     0.00%  translator  [kernel.kallsyms]    [k] tick_do_update_jiffies64.part.11
     0.00%  translator  perf-29433.map       [.] src_0x18e4c8
     0.00%  translator  [kernel.kallsyms]    [k] pfn_pte
     0.00%  translator  [kernel.kallsyms]    [k] validate_xmit_skb
     0.00%  translator  perf-29433.map       [.] src_0x19e8e0
     0.00%  translator  perf-29433.map       [.] src_0x27414
     0.00%  translator  perf-29433.map       [.] src_0x19e9b8
     0.00%  translator  perf-29433.map       [.] src_0x1aa794
     0.00%  translator  [kernel.kallsyms]    [k] wake_up_process
     0.00%  translator  perf-29433.map       [.] src_0x195e44
     0.00%  translator  perf-29433.map       [.] src_0x29fd2c
     0.00%  translator  perf-29433.map       [.] src_0x262974
     0.00%  translator  perf-29433.map       [.] src_0x29f800
     0.00%  translator  [kernel.kallsyms]    [k] netif_skb_features
     0.00%  translator  perf-29433.map       [.] src_0x1998b0
     0.00%  translator  [kernel.kallsyms]    [k] run_local_timers
     0.00%  translator  perf-29433.map       [.] src_0x19b55c
     0.00%  translator  perf-29433.map       [.] src_0x19b3ec
     0.00%  translator  perf-29433.map       [.] src_0x262944
     0.00%  translator  perf-29433.map       [.] src_0x353d8
     0.00%  translator  perf-29433.map       [.] src_0x18a2b8
     0.00%  translator  perf-29433.map       [.] src_0x19c63c
     0.00%  translator  perf-29433.map       [.] src_0x18a670
     0.00%  translator  perf-29433.map       [.] src_0x2c3584
     0.00%  translator  [kernel.kallsyms]    [k] perf_output_copy
     0.00%  translator  perf-29433.map       [.] src_0x62bd0
     0.00%  translator  [kernel.kallsyms]    [k] __acct_update_integrals
     0.00%  translator  perf-29433.map       [.] src_0x262a14
     0.00%  translator  perf-29433.map       [.] src_0xe5fb8
     0.00%  translator  perf-29433.map       [.] src_0x354a0
     0.00%  translator  [kernel.kallsyms]    [k] skb_defer_rx_timestamp
     0.00%  translator  perf-29433.map       [.] src_0x2a4d04
     0.00%  translator  perf-29433.map       [.] src_0x19e908
     0.00%  translator  [kernel.kallsyms]    [k] __handle_irq_event_percpu
     0.00%  translator  perf-29433.map       [.] src_0x18b61c
     0.00%  translator  perf-29433.map       [.] src_0x19e9fc
     0.00%  translator  perf-29433.map       [.] src_0x1820e4
     0.00%  translator  perf-29433.map       [.] src_0x148934
     0.00%  translator  perf-29433.map       [.] src_0x28eef8
     0.00%  translator  perf-29433.map       [.] src_0x19b57c
     0.00%  translator  perf-29433.map       [.] src_0x199bcc
     0.00%  translator  perf-29433.map       [.] src_0x28f018
     0.00%  translator  perf-29433.map       [.] src_0x262708
     0.00%  translator  perf-29433.map       [.] src_0x193454
     0.00%  translator  perf-29433.map       [.] src_0x19c61c
     0.00%  translator  [kernel.kallsyms]    [k] security_mmap_addr
     0.00%  translator  perf-29433.map       [.] src_0x199d68
     0.00%  translator  perf-29433.map       [.] src_0x64d00
     0.00%  translator  perf-29433.map       [.] src_0x108f48
     0.00%  translator  [kernel.kallsyms]    [k] netif_schedule_queue
     0.00%  translator  perf-29433.map       [.] src_0xf7b20
     0.00%  translator  perf-29433.map       [.] src_0x19ee70
     0.00%  translator  perf-29433.map       [.] src_0x62ba0
     0.00%  translator  perf-29433.map       [.] src_0x1931e8
     0.00%  translator  perf-29433.map       [.] src_0x1933cc
     0.00%  translator  perf-29433.map       [.] src_0x19e4ac
     0.00%  translator  perf-29433.map       [.] src_0x5e9d0
     0.00%  translator  perf-29433.map       [.] src_0x199d48
     0.00%  translator  perf-29433.map       [.] src_0x2c13d4
     0.00%  translator  [kernel.kallsyms]    [k] mem_cgroup_update_lru_size
     0.00%  translator  perf-29433.map       [.] src_0x1933f0
     0.00%  translator  perf-29433.map       [.] src_0x19b504
     0.00%  translator  [kernel.kallsyms]    [k] net_rx_action
     0.00%  translator  [kernel.kallsyms]    [k] do_page_fault
     0.00%  translator  perf-29433.map       [.] src_0x19e330
     0.00%  translator  perf-29433.map       [.] src_0x9e1a4
     0.00%  translator  perf-29433.map       [.] src_0x12f710
     0.00%  translator  [kernel.kallsyms]    [k] tcp_clean_rtx_queue
     0.00%  translator  perf-29433.map       [.] src_0x1998dc
     0.00%  translator  perf-29433.map       [.] src_0xf5340
     0.00%  translator  perf-29433.map       [.] src_0x18ab40
     0.00%  translator  perf-29433.map       [.] src_0x28e6f8
     0.00%  translator  perf-29433.map       [.] src_0x28f7c4
     0.00%  translator  perf-29433.map       [.] src_0x198ea0
     0.00%  translator  perf-29433.map       [.] src_0x19b544
     0.00%  translator  perf-29433.map       [.] src_0x2a4ce4
     0.00%  translator  perf-29433.map       [.] src_0x1aa54c
     0.00%  translator  [kernel.kallsyms]    [k] scsi_run_queue
     0.00%  translator  perf-29433.map       [.] src_0x13e830
     0.00%  translator  perf-29433.map       [.] src_0x2a4cd8
     0.00%  translator  [kernel.kallsyms]    [k] eth_type_trans
     0.00%  translator  perf-29433.map       [.] src_0x2927a0
     0.00%  translator  perf-29433.map       [.] src_0x18b048
     0.00%  translator  perf-29433.map       [.] src_0x19b464
     0.00%  translator  [kernel.kallsyms]    [k] mem_cgroup_page_lruvec
     0.00%  translator  perf-29433.map       [.] src_0x28e71c
     0.00%  translator  perf-29433.map       [.] src_0x199d54
     0.00%  translator  perf-29433.map       [.] src_0x19c2c8
     0.00%  translator  perf-29433.map       [.] src_0x2a0670
     0.00%  translator  perf-29433.map       [.] src_0x1967b0
     0.00%  translator  perf-29433.map       [.] src_0x199988
     0.00%  translator  perf-29433.map       [.] src_0x28f0dc
     0.00%  translator  perf-29433.map       [.] src_0x693c8
     0.00%  translator  perf-29433.map       [.] src_0x29da2c
     0.00%  translator  perf-29433.map       [.] src_0x19b2e8
     0.00%  translator  perf-29433.map       [.] src_0x2dc70
     0.00%  translator  perf-29433.map       [.] src_0x13e8e0
     0.00%  translator  perf-29433.map       [.] src_0x18a154
     0.00%  translator  perf-29433.map       [.] src_0x2a5240
     0.00%  translator  perf-29433.map       [.] src_0x2a391c
     0.00%  translator  [kernel.kallsyms]    [k] sched_clock
     0.00%  translator  perf-29433.map       [.] src_0x108fb0
     0.00%  translator  perf-29433.map       [.] src_0x13e7e0
     0.00%  translator  perf-29433.map       [.] src_0x2a4294
     0.00%  translator  perf-29433.map       [.] src_0x13f0bc
     0.00%  translator  perf-29433.map       [.] src_0x193278
     0.00%  translator  [kernel.kallsyms]    [k] do_IRQ
     0.00%  translator  perf-29433.map       [.] src_0x2a3910
     0.00%  translator  perf-29433.map       [.] src_0x146de4
     0.00%  translator  perf-29433.map       [.] src_0x1aa880
     0.00%  translator  perf-29433.map       [.] src_0x67f80
     0.00%  translator  perf-29433.map       [.] src_0x1aa7b0
     0.00%  translator  perf-29433.map       [.] src_0x194bc4
     0.00%  translator  perf-29433.map       [.] src_0x28f9f0
     0.00%  translator  perf-29433.map       [.] src_0x183af0
     0.00%  translator  perf-29433.map       [.] src_0x28e674
     0.00%  translator  perf-29433.map       [.] src_0x19e958
     0.00%  translator  perf-29433.map       [.] src_0x18b944
     0.00%  translator  perf-29433.map       [.] src_0x19e724
     0.00%  translator  perf-29433.map       [.] src_0x19ed68
     0.00%  translator  perf-29433.map       [.] src_0x2e778
     0.00%  translator  perf-29433.map       [.] src_0x2c1368
     0.00%  translator  [kernel.kallsyms]    [k] add_timer_randomness
     0.00%  translator  perf-29433.map       [.] src_0x198f94
     0.00%  translator  perf-29433.map       [.] src_0x19c6a4
     0.00%  translator  perf-29433.map       [.] src_0x141058
     0.00%  translator  perf-29433.map       [.] src_0xf7b30
     0.00%  translator  perf-29433.map       [.] src_0x1998d0
     0.00%  translator  perf-29433.map       [.] src_0x19c5f8
     0.00%  translator  perf-29433.map       [.] src_0x5e8f4
     0.00%  translator  perf-29433.map       [.] src_0x6889c
     0.00%  translator  perf-29433.map       [.] src_0x21c80
     0.00%  translator  perf-29433.map       [.] src_0x19b394
     0.00%  translator  perf-29433.map       [.] src_0x19e9b4
     0.00%  translator  perf-29433.map       [.] src_0x4d668
     0.00%  translator  perf-29433.map       [.] src_0x108ef8
     0.00%  translator  [unknown]            [k] 0xffffffffc061f90e
     0.00%  translator  perf-29433.map       [.] src_0x19c5b0
     0.00%  translator  perf-29433.map       [.] src_0xe88e4
     0.00%  translator  perf-29433.map       [.] src_0x2a39c8
     0.00%  translator  perf-29433.map       [.] src_0x19346c
     0.00%  translator  perf-29433.map       [.] src_0x195358
     0.00%  translator  perf-29433.map       [.] src_0x19e920
     0.00%  translator  perf-29433.map       [.] src_0x7ba4c
     0.00%  translator  perf-29433.map       [.] src_0x262720
     0.00%  translator  perf-29433.map       [.] src_0x29d9f4
     0.00%  translator  perf-29433.map       [.] src_0xf6130
     0.00%  translator  perf-29433.map       [.] src_0xf613c
     0.00%  translator  perf-29433.map       [.] src_0x29f7ac
     0.00%  translator  [kernel.kallsyms]    [k] __cgroup_bpf_run_filter_skb
     0.00%  translator  perf-29433.map       [.] src_0x19e838
     0.00%  translator  perf-29433.map       [.] src_0xe5044
     0.00%  translator  perf-29433.map       [.] src_0x68b6c
     0.00%  translator  perf-29433.map       [.] src_0x18a230
     0.00%  translator  perf-29433.map       [.] src_0x19c740
     0.00%  translator  perf-29433.map       [.] src_0x2a3650
     0.00%  translator  perf-29433.map       [.] src_0x27b7b8
     0.00%  translator  perf-29433.map       [.] src_0x2c1308
     0.00%  translator  perf-29433.map       [.] src_0xe6654
     0.00%  translator  perf-29433.map       [.] src_0x1151b8
     0.00%  translator  perf-29433.map       [.] src_0x5e8d0
     0.00%  translator  perf-29433.map       [.] src_0x1aa834
     0.00%  translator  perf-29433.map       [.] src_0x5e9f4
     0.00%  translator  perf-29433.map       [.] src_0x5f3b8
     0.00%  translator  perf-29433.map       [.] src_0x2ed1c
     0.00%  translator  perf-29433.map       [.] src_0x5e9b8
     0.00%  translator  perf-29433.map       [.] src_0x199c0c
     0.00%  translator  perf-29433.map       [.] src_0x18a1c8
     0.00%  translator  perf-29433.map       [.] src_0x19e94c
     0.00%  translator  perf-29433.map       [.] src_0x262ebc
     0.00%  translator  perf-29433.map       [.] src_0x19a218
     0.00%  translator  perf-29433.map       [.] src_0xe8a28
     0.00%  translator  perf-29433.map       [.] src_0xf51b4
     0.00%  translator  perf-29433.map       [.] src_0x29f378
     0.00%  translator  perf-29433.map       [.] src_0x198e4c
     0.00%  translator  perf-29433.map       [.] src_0x2b9238
     0.00%  translator  perf-29433.map       [.] src_0x19b5ac
     0.00%  translator  perf-29433.map       [.] src_0x19c4c8
     0.00%  translator  perf-29433.map       [.] src_0x194c40
     0.00%  translator  perf-29433.map       [.] src_0x2d9dc
     0.00%  translator  perf-29433.map       [.] src_0x634bc
     0.00%  translator  perf-29433.map       [.] src_0x198fc4
     0.00%  translator  perf-29433.map       [.] src_0x2b9218
     0.00%  translator  perf-29433.map       [.] src_0x183b7c
     0.00%  translator  perf-29433.map       [.] src_0x193288
     0.00%  translator  perf-29433.map       [.] src_0x19c83c
     0.00%  translator  perf-29433.map       [.] src_0x29f438
     0.00%  translator  perf-29433.map       [.] src_0x2d0634
     0.00%  translator  perf-29433.map       [.] src_0x3caa4
     0.00%  translator  perf-29433.map       [.] src_0x10e0dc
     0.00%  translator  perf-29433.map       [.] src_0x1941dc
     0.00%  translator  perf-29433.map       [.] src_0x262818
     0.00%  translator  perf-29433.map       [.] src_0x2a5808
     0.00%  translator  perf-29433.map       [.] src_0x136ea0
     0.00%  translator  perf-29433.map       [.] src_0x5da0c
     0.00%  translator  perf-29433.map       [.] src_0x183ae0
     0.00%  translator  perf-29433.map       [.] src_0xe4aec
     0.00%  translator  perf-29433.map       [.] src_0x62a20
     0.00%  translator  perf-29433.map       [.] src_0xe6e04
     0.00%  translator  perf-29433.map       [.] src_0x13d7a8
     0.00%  translator  [kernel.kallsyms]    [k] free_unref_page_prepare.part.65
     0.00%  translator  perf-29433.map       [.] src_0x29285c
     0.00%  translator  perf-29433.map       [.] src_0x4d67c
     0.00%  translator  perf-29433.map       [.] src_0x17d1bc
     0.00%  translator  perf-29433.map       [.] src_0x137310
     0.00%  translator  perf-29433.map       [.] src_0x19b414
     0.00%  translator  perf-29433.map       [.] src_0x198f30
     0.00%  translator  perf-29433.map       [.] src_0x9faec
     0.00%  translator  [kernel.kallsyms]    [k] scsi_handle_queue_ramp_up
     0.00%  translator  perf-29433.map       [.] src_0x19a290
     0.00%  translator  perf-29433.map       [.] src_0x1932a0
     0.00%  translator  perf-29433.map       [.] src_0x60e7c
     0.00%  translator  perf-29433.map       [.] src_0x199c1c
     0.00%  translator  perf-29433.map       [.] src_0x5e924
     0.00%  translator  perf-29433.map       [.] src_0xe72d8
     0.00%  translator  perf-29433.map       [.] src_0x138c30
     0.00%  translator  perf-29433.map       [.] src_0x198f80
     0.00%  translator  perf-29433.map       [.] src_0x33358
     0.00%  translator  perf-29433.map       [.] src_0x5f4b4
     0.00%  translator  [kernel.kallsyms]    [k] scsi_old_exit_rq
     0.00%  translator  perf-29433.map       [.] src_0xe75ec
     0.00%  translator  perf-29433.map       [.] src_0x1aa708
     0.00%  translator  perf-29433.map       [.] src_0xe71a0
     0.00%  translator  perf-29433.map       [.] src_0x198fb8
     0.00%  translator  perf-29433.map       [.] src_0x6886c
     0.00%  translator  perf-29433.map       [.] src_0x136110
     0.00%  translator  perf-29433.map       [.] src_0x1933fc
     0.00%  translator  perf-29433.map       [.] src_0x5e9f8
     0.00%  translator  perf-29433.map       [.] src_0x21ca4
     0.00%  translator  perf-29433.map       [.] src_0x109d88
     0.00%  translator  perf-29433.map       [.] src_0x10e3d4
     0.00%  translator  perf-29433.map       [.] src_0x2c3138
     0.00%  translator  perf-29433.map       [.] src_0xe754c
     0.00%  translator  perf-29433.map       [.] src_0x10eb7c
     0.00%  translator  perf-29433.map       [.] src_0x1aa3b8
     0.00%  translator  perf-29433.map       [.] src_0x63340
     0.00%  translator  perf-29433.map       [.] src_0x193238
     0.00%  translator  perf-29433.map       [.] src_0xacfd0
     0.00%  translator  perf-29433.map       [.] src_0x2a5490
     0.00%  translator  perf-29433.map       [.] src_0x68b1c
     0.00%  translator  perf-29433.map       [.] src_0x61bc0
     0.00%  translator  perf-29433.map       [.] src_0xe4918
     0.00%  translator  perf-29433.map       [.] src_0x21f58
     0.00%  translator  perf-29433.map       [.] src_0xf568c
     0.00%  translator  perf-29433.map       [.] src_0x1368d0
     0.00%  translator  perf-29433.map       [.] src_0xe719c
     0.00%  translator  perf-29433.map       [.] src_0x2a5018
     0.00%  translator  perf-29433.map       [.] src_0xe6d08
     0.00%  translator  perf-29433.map       [.] src_0x19c860
     0.00%  translator  perf-29433.map       [.] src_0xe8ff8
