# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 10M of event 'cycles:ppp'
# Event count (approx.): 17436254619585
#
# Overhead  Command     Shared Object      Symbol                                        
# ........  ..........  .................  ..............................................
#
     0.00%  translator  perf-32261.map     [.] src_0x1d79c
     0.00%  translator  perf-32261.map     [.] src_0x1e89c
     0.00%  translator  perf-32261.map     [.] src_0x1af98
     0.00%  translator  perf-32261.map     [.] src_0x1d578
     0.00%  translator  perf-32261.map     [.] src_0x1ab38
     0.00%  translator  perf-32261.map     [.] src_0x1ad20
     0.00%  translator  perf-32261.map     [.] src_0x16e44
     0.00%  translator  perf-32261.map     [.] src_0x1a6c0
     0.00%  translator  perf-32261.map     [.] src_0x1d760
     0.00%  translator  perf-32261.map     [.] src_0x1b168
     0.00%  translator  perf-32261.map     [.] src_0x1afec
     0.00%  translator  perf-32261.map     [.] src_0x1f400
     0.00%  translator  perf-32261.map     [.] src_0x1ada0
     0.00%  translator  perf-32261.map     [.] src_0x15eb8
     0.00%  translator  perf-32261.map     [.] src_0x160a4
     0.00%  translator  perf-32261.map     [.] src_0x1a73c
     0.00%  translator  perf-32261.map     [.] src_0x155a8
     0.00%  translator  perf-32261.map     [.] src_0x1d76c
     0.00%  translator  perf-32261.map     [.] src_0x1925c
     0.00%  translator  perf-32261.map     [.] src_0x1ad50
     0.00%  translator  perf-32261.map     [.] src_0x1af7c
     0.00%  translator  perf-32261.map     [.] src_0x1d748
     0.00%  translator  [kernel.kallsyms]  [k] clear_page_erms
     0.00%  translator  perf-32261.map     [.] src_0x152b4
     0.00%  translator  perf-32261.map     [.] src_0x15350
     0.00%  translator  perf-32261.map     [.] src_0x16e88
     0.00%  translator  perf-32261.map     [.] src_0x1b194
     0.00%  translator  perf-32261.map     [.] src_0x1b3f0
     0.00%  translator  perf-32261.map     [.] src_0x10d98
     0.00%  translator  perf-32261.map     [.] src_0x1a068
     0.00%  translator  perf-32261.map     [.] src_0x1b374
     0.00%  translator  perf-32261.map     [.] src_0x1d4c8
     0.00%  translator  perf-32261.map     [.] src_0x19fa8
     0.00%  translator  perf-32261.map     [.] src_0x1d604
     0.00%  translator  perf-32261.map     [.] src_0x19e84
     0.00%  translator  perf-32261.map     [.] src_0x1a864
     0.00%  translator  [kernel.kallsyms]  [k] tick_program_event
     0.00%  translator  perf-32261.map     [.] src_0x1e6c8
     0.00%  translator  perf-32261.map     [.] src_0x1ed90
     0.00%  translator  perf-32261.map     [.] src_0x1ef6c
     0.00%  translator  perf-32261.map     [.] src_0x182f4
     0.00%  translator  perf-32261.map     [.] src_0x18f84
     0.00%  translator  perf-32261.map     [.] src_0x15e04
     0.00%  translator  perf-32261.map     [.] src_0x1b1f0
     0.00%  translator  perf-32261.map     [.] src_0x1cd78
     0.00%  translator  perf-32261.map     [.] src_0x1b084
     0.00%  translator  perf-32261.map     [.] src_0x1a5d4
     0.00%  translator  perf-32261.map     [.] src_0x1a33c
     0.00%  translator  perf-32261.map     [.] src_0x1ad38
     0.00%  translator  perf-32261.map     [.] src_0x1a4b0
     0.00%  translator  perf-32261.map     [.] src_0x1a478
     0.00%  translator  perf-32261.map     [.] src_0x15654
     0.00%  translator  perf-32261.map     [.] src_0x1b108
     0.00%  translator  perf-32261.map     [.] src_0x1d5e8
     0.00%  translator  [kernel.kallsyms]  [k] rcu_irq_exit
     0.00%  translator  perf-32261.map     [.] src_0x1af64
     0.00%  translator  perf-32261.map     [.] src_0x15a6c
     0.00%  translator  perf-32261.map     [.] src_0x1cedc
     0.00%  translator  perf-32261.map     [.] src_0x1b3b8
     0.00%  translator  [kernel.kallsyms]  [k] decay_load
     0.00%  translator  perf-32261.map     [.] src_0x153a4
     0.00%  translator  perf-32261.map     [.] src_0x1ed98
     0.00%  translator  perf-32261.map     [.] src_0x1acc8
     0.00%  translator  perf-32261.map     [.] src_0x18300
     0.00%  translator  perf-32261.map     [.] src_0x1d5f4
     0.00%  translator  perf-32261.map     [.] src_0x1610c
     0.00%  translator  perf-32261.map     [.] src_0x15d8c
     0.00%  translator  perf-32261.map     [.] src_0x1ac14
     0.00%  translator  perf-32261.map     [.] src_0x1ea20
     0.00%  translator  perf-32261.map     [.] src_0x1b3fc
     0.00%  translator  perf-32261.map     [.] src_0x1afb4
     0.00%  translator  perf-32261.map     [.] src_0x1abf4
     0.00%  translator  perf-32261.map     [.] src_0x1ac58
     0.00%  translator  perf-32261.map     [.] src_0x18308
     0.00%  translator  perf-32261.map     [.] src_0x1d4c4
     0.00%  translator  perf-32261.map     [.] src_0x19258
     0.00%  translator  perf-32261.map     [.] src_0x1d820
     0.00%  translator  perf-32261.map     [.] src_0x1e6cc
     0.00%  translator  perf-32261.map     [.] src_0x1db88
     0.00%  translator  perf-32261.map     [.] src_0x10ab8
     0.00%  translator  perf-32261.map     [.] src_0x1aca8
     0.00%  translator  perf-32261.map     [.] src_0x1ef9c
     0.00%  translator  perf-32261.map     [.] src_0x1ad6c
     0.00%  translator  perf-32261.map     [.] src_0x1d624
     0.00%  translator  perf-32261.map     [.] src_0x1d730
     0.00%  translator  perf-32261.map     [.] src_0x1aeec
     0.00%  translator  perf-32261.map     [.] src_0x15a4c
     0.00%  translator  perf-32261.map     [.] src_0x1b3a4
     0.00%  translator  perf-32261.map     [.] src_0x1d668
     0.00%  translator  perf-32261.map     [.] src_0x1a7b0
     0.00%  translator  perf-32261.map     [.] src_0x1c610
     0.00%  translator  perf-32261.map     [.] src_0x10da8
     0.00%  translator  perf-32261.map     [.] src_0x1b128
     0.00%  translator  perf-32261.map     [.] src_0x1a3f0
     0.00%  translator  perf-32261.map     [.] src_0x1a378
     0.00%  translator  perf-32261.map     [.] src_0x1d5a8
     0.00%  translator  perf-32261.map     [.] src_0x1a594
     0.00%  translator  perf-32261.map     [.] src_0x1aaa4
     0.00%  translator  perf-32261.map     [.] src_0x1a6fc
     0.00%  translator  perf-32261.map     [.] src_0x1af10
     0.00%  translator  perf-32261.map     [.] src_0x15eb4
     0.00%  translator  perf-32261.map     [.] src_0x1a520
     0.00%  translator  perf-32261.map     [.] src_0x1e4b8
     0.00%  translator  perf-32261.map     [.] src_0x1e67c
     0.00%  translator  [kernel.kallsyms]  [k] find_busiest_group
     0.00%  translator  perf-32261.map     [.] src_0x15a14
     0.00%  translator  perf-32261.map     [.] src_0x1a52c
     0.00%  translator  perf-32261.map     [.] src_0x1a930
     0.00%  translator  perf-32261.map     [.] src_0x1a3c4
     0.00%  translator  perf-32261.map     [.] src_0x1a60c
     0.00%  translator  perf-32261.map     [.] src_0x177d8
     0.00%  translator  perf-32261.map     [.] src_0x1d8d8
     0.00%  translator  perf-32261.map     [.] src_0x1a648
     0.00%  translator  perf-32261.map     [.] src_0x185d0
     0.00%  translator  perf-32261.map     [.] src_0x1e084
     0.00%  translator  perf-32261.map     [.] src_0x1e4a8
     0.00%  translator  [kernel.kallsyms]  [k] __handle_mm_fault
     0.00%  translator  perf-32261.map     [.] src_0x164c0
     0.00%  translator  [kernel.kallsyms]  [k] get_page_from_freelist
     0.00%  translator  perf-32261.map     [.] src_0x18fc4
     0.00%  translator  perf-32261.map     [.] src_0x1f37c
     0.00%  translator  perf-32261.map     [.] src_0x1ef24
     0.00%  translator  perf-32261.map     [.] src_0x185e8
     0.00%  translator  perf-32261.map     [.] src_0x166b0
     0.00%  translator  perf-32261.map     [.] src_0x1afcc
     0.00%  translator  perf-32261.map     [.] src_0x19260
     0.00%  translator  [kernel.kallsyms]  [k] ktime_get
     0.00%  translator  perf-32261.map     [.] src_0x1b3c8
     0.00%  translator  perf-32261.map     [.] src_0x1d640
     0.00%  translator  perf-32261.map     [.] src_0x1a288
     0.00%  translator  perf-32261.map     [.] src_0x1d650
     0.00%  translator  perf-32261.map     [.] src_0x1b170
     0.00%  translator  perf-32261.map     [.] src_0x18500
     0.00%  translator  perf-32261.map     [.] src_0x1682c
     0.00%  translator  perf-32261.map     [.] src_0x1a46c
     0.00%  translator  [kernel.kallsyms]  [k] switch_to_thread_stack
     0.00%  translator  perf-32261.map     [.] src_0x1f474
     0.00%  translator  perf-32261.map     [.] src_0x18510
     0.00%  translator  perf-32261.map     [.] src_0x20ee8
     0.00%  translator  perf-32261.map     [.] src_0x1a5e0
     0.00%  translator  [kernel.kallsyms]  [k] __indirect_thunk_start
     0.00%  translator  perf-32261.map     [.] src_0x1a070
     0.00%  translator  perf-32261.map     [.] src_0x18650
     0.00%  translator  perf-32261.map     [.] src_0x1b454
     0.00%  translator  perf-32261.map     [.] src_0x1b45c
     0.00%  translator  [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.00%  translator  perf-32261.map     [.] src_0x13d10
     0.00%  translator  perf-32261.map     [.] src_0x15edc
     0.00%  translator  perf-32261.map     [.] src_0x1accc
     0.00%  translator  perf-32261.map     [.] src_0x18638
     0.00%  translator  perf-32261.map     [.] src_0x1a43c
     0.00%  translator  perf-32261.map     [.] src_0x1ebac
     0.00%  translator  perf-32261.map     [.] src_0x178c8
     0.00%  translator  perf-32261.map     [.] src_0x1ac8c
     0.00%  translator  [kernel.kallsyms]  [k] hrtimer_forward
     0.00%  translator  perf-32261.map     [.] src_0x1aba4
     0.00%  translator  perf-32261.map     [.] src_0x1ced8
     0.00%  translator  perf-32261.map     [.] src_0x1f490
     0.00%  translator  perf-32261.map     [.] src_0x1f438
     0.00%  translator  perf-32261.map     [.] src_0x1f178
     0.00%  translator  perf-32261.map     [.] src_0x1a558
     0.00%  translator  perf-32261.map     [.] src_0x16030
     0.00%  translator  perf-32261.map     [.] src_0x1d6dc
     0.00%  translator  perf-32261.map     [.] src_0x16244
     0.00%  translator  perf-32261.map     [.] src_0x1a310
     0.00%  translator  perf-32261.map     [.] src_0x185cc
     0.00%  translator  [kernel.kallsyms]  [k] read_hpet
     0.00%  translator  perf-32261.map     [.] src_0x1c808
     0.00%  translator  [tg3]              [k] tg3_timer
     0.00%  translator  perf-32261.map     [.] src_0x1c0c4
     0.00%  translator  perf-32261.map     [.] src_0x1f164
     0.00%  translator  perf-32261.map     [.] src_0x16238
     0.00%  translator  perf-32261.map     [.] src_0x18310
     0.00%  translator  perf-32261.map     [.] src_0x16aec
     0.00%  translator  perf-32261.map     [.] src_0x1b280
     0.00%  translator  perf-32261.map     [.] src_0x161b8
     0.00%  translator  perf-32261.map     [.] src_0x18668
     0.00%  translator  perf-32261.map     [.] src_0x1f42c
     0.00%  translator  perf-32261.map     [.] src_0x21434
     0.00%  translator  perf-32261.map     [.] src_0x17a2c
     0.00%  translator  perf-32261.map     [.] src_0x1ae5c
     0.00%  translator  perf-32261.map     [.] src_0x13d08
     0.00%  translator  perf-32261.map     [.] src_0x1d830
     0.00%  translator  perf-32261.map     [.] src_0x1f40c
     0.00%  translator  perf-32261.map     [.] src_0x1a4a4
     0.00%  translator  [kernel.kallsyms]  [k] __accumulate_pelt_segments
     0.00%  translator  perf-32261.map     [.] src_0x1b0a0
     0.00%  translator  perf-32261.map     [.] src_0x185f0
     0.00%  translator  perf-32261.map     [.] src_0x1b0ec
     0.00%  translator  perf-32261.map     [.] src_0x16320
     0.00%  translator  perf-32261.map     [.] src_0x1acbc
     0.00%  translator  [tg3]              [k] tg3_periodic_fetch_stats
     0.00%  translator  perf-32261.map     [.] src_0x1d648
     0.00%  translator  perf-32261.map     [.] src_0x15348
     0.00%  translator  perf-32261.map     [.] src_0x1bfc0
     0.00%  translator  perf-32261.map     [.] src_0x1d628
     0.00%  translator  [kernel.kallsyms]  [k] release_pages
     0.00%  translator  perf-32261.map     [.] src_0x161c4
     0.00%  translator  perf-32261.map     [.] src_0x1f190
     0.00%  translator  perf-32261.map     [.] src_0x1ceb8
     0.00%  translator  perf-32261.map     [.] src_0x191b8
     0.00%  translator  perf-32261.map     [.] src_0x1ac08
     0.00%  translator  perf-32261.map     [.] src_0x1ac5c
     0.00%  translator  perf-32261.map     [.] src_0x21310
     0.00%  translator  perf-32261.map     [.] src_0x1d65c
     0.00%  translator  perf-32261.map     [.] src_0x18680
     0.00%  translator  perf-32261.map     [.] src_0x18484
     0.00%  translator  perf-32261.map     [.] src_0x1a564
     0.00%  translator  perf-32261.map     [.] src_0x1abd8
     0.00%  translator  perf-32261.map     [.] src_0x1d630
     0.00%  translator  perf-32261.map     [.] src_0x18fe4
     0.00%  translator  perf-32261.map     [.] src_0x1a4f0
     0.00%  translator  perf-32261.map     [.] src_0x1a618
     0.00%  translator  perf-32261.map     [.] src_0x18688
     0.00%  translator  perf-32261.map     [.] src_0x16b28
     0.00%  translator  perf-32261.map     [.] src_0x1864c
     0.00%  translator  perf-32261.map     [.] src_0x1d848
     0.00%  translator  perf-32261.map     [.] src_0x1a6cc
     0.00%  translator  perf-32261.map     [.] src_0x1ad84
     0.00%  translator  perf-32261.map     [.] src_0x1aa0c
     0.00%  translator  perf-32261.map     [.] src_0x1ac18
     0.00%  translator  [kernel.kallsyms]  [k] try_charge
     0.00%  translator  perf-32261.map     [.] src_0x1a4e0
     0.00%  translator  perf-32261.map     [.] src_0x185e4
     0.00%  translator  perf-32261.map     [.] src_0x16268
     0.00%  translator  perf-32261.map     [.] src_0x19698
     0.00%  translator  perf-32261.map     [.] src_0x13cfc
     0.00%  translator  perf-32261.map     [.] src_0x1aba8
     0.00%  translator  [kernel.kallsyms]  [k] rcu_process_callbacks
     0.00%  translator  perf-32261.map     [.] src_0x1867c
     0.00%  translator  perf-32261.map     [.] src_0x18694
     0.00%  translator  [kernel.kallsyms]  [k] smp_apic_timer_interrupt
     0.00%  translator  perf-32261.map     [.] src_0x1b0d0
     0.00%  translator  perf-32261.map     [.] src_0x1ae8c
     0.00%  translator  perf-32261.map     [.] src_0x18658
     0.00%  translator  [kernel.kallsyms]  [k] run_posix_cpu_timers
     0.00%  translator  perf-32261.map     [.] src_0x1f4a0
     0.00%  translator  perf-32261.map     [.] src_0x17eac
     0.00%  translator  perf-32261.map     [.] src_0x19b14
     0.00%  translator  perf-32261.map     [.] src_0x1b290
     0.00%  translator  perf-32261.map     [.] src_0x16b0c
     0.00%  translator  perf-32261.map     [.] src_0x17dbc
     0.00%  translator  perf-32261.map     [.] src_0x1678c
     0.00%  translator  [kernel.kallsyms]  [k] perf_event_task_tick
     0.00%  translator  perf-32261.map     [.] src_0x16350
     0.00%  translator  perf-32261.map     [.] src_0x1a780
     0.00%  translator  perf-32261.map     [.] src_0x19134
     0.00%  translator  perf-32261.map     [.] src_0x1acec
     0.00%  translator  perf-32261.map     [.] src_0x1d33c
     0.00%  translator  perf-32261.map     [.] src_0x1ac3c
     0.00%  translator  perf-32261.map     [.] src_0x185fc
     0.00%  translator  perf-32261.map     [.] src_0x213c4
     0.00%  translator  perf-32261.map     [.] src_0x1800c
     0.00%  translator  perf-32261.map     [.] src_0x1a694
     0.00%  translator  perf-32261.map     [.] src_0x13e70
     0.00%  translator  perf-32261.map     [.] src_0x19a40
     0.00%  translator  perf-32261.map     [.] src_0x1a348
     0.00%  translator  perf-32261.map     [.] src_0x1f4f0
     0.00%  translator  perf-32261.map     [.] src_0x176f4
     0.00%  translator  perf-32261.map     [.] src_0x1eda8
     0.00%  translator  perf-32261.map     [.] src_0x163c0
     0.00%  translator  perf-32261.map     [.] src_0x167bc
     0.00%  translator  [kernel.kallsyms]  [k] run_rebalance_domains
     0.00%  translator  perf-32261.map     [.] src_0x20f7c
     0.00%  translator  perf-32261.map     [.] src_0x1aea8
     0.00%  translator  perf-32261.map     [.] src_0x18068
     0.00%  translator  perf-32261.map     [.] src_0x1a898
     0.00%  translator  perf-32261.map     [.] src_0x195e4
     0.00%  translator  [kernel.kallsyms]  [k] __pagevec_lru_add_fn
     0.00%  translator  perf-32261.map     [.] src_0x181a8
     0.00%  translator  [kernel.kallsyms]  [k] timerqueue_add
     0.00%  translator  [kernel.kallsyms]  [k] note_gp_changes
     0.00%  translator  perf-32261.map     [.] src_0x1e0ec
     0.00%  translator  perf-32261.map     [.] src_0x16afc
     0.00%  translator  perf-32261.map     [.] src_0x18174
     0.00%  translator  perf-32261.map     [.] src_0x16330
     0.00%  translator  perf-32261.map     [.] src_0x15974
     0.00%  translator  perf-32261.map     [.] src_0x216b0
     0.00%  translator  perf-32261.map     [.] src_0x15a1c
     0.00%  translator  perf-32261.map     [.] src_0x1e0f8
     0.00%  translator  perf-32261.map     [.] src_0x1b5b8
     0.00%  translator  perf-32261.map     [.] src_0x181c4
     0.00%  translator  perf-32261.map     [.] src_0x19c34
     0.00%  translator  perf-32261.map     [.] src_0x1a5a4
     0.00%  translator  perf-32261.map     [.] src_0x1a748
     0.00%  translator  perf-32261.map     [.] src_0x1afd0
     0.00%  translator  perf-32261.map     [.] src_0x16484
     0.00%  translator  [kernel.kallsyms]  [k] apic_timer_interrupt
     0.00%  translator  perf-32261.map     [.] src_0x1c0b8
     0.00%  translator  perf-32261.map     [.] src_0x1e10c
     0.00%  translator  perf-32261.map     [.] src_0x1eac4
     0.00%  translator  perf-32261.map     [.] src_0x1e698
     0.00%  translator  perf-32261.map     [.] src_0x18320
     0.00%  translator  perf-32261.map     [.] src_0x15e0c
     0.00%  translator  perf-32261.map     [.] src_0x18d18
     0.00%  translator  perf-32261.map     [.] src_0x19794
     0.00%  translator  perf-32261.map     [.] src_0x1db8c
     0.00%  translator  perf-32261.map     [.] src_0x181a4
     0.00%  translator  perf-32261.map     [.] src_0x1b23c
     0.00%  translator  [kernel.kallsyms]  [k] ktime_get_update_offsets_now
     0.00%  translator  perf-32261.map     [.] src_0x19678
     0.00%  translator  [kernel.kallsyms]  [k] get_mem_cgroup_from_mm
     0.00%  translator  perf-32261.map     [.] src_0x1ec88
     0.00%  translator  perf-32261.map     [.] src_0x181b8
     0.00%  translator  perf-32261.map     [.] src_0x216d4
     0.00%  translator  perf-32261.map     [.] src_0x1a42c
     0.00%  translator  [kernel.kallsyms]  [k] mem_cgroup_try_charge
     0.00%  translator  perf-32261.map     [.] src_0x167f4
     0.00%  translator  perf-32261.map     [.] src_0x1d750
     0.00%  translator  perf-32261.map     [.] src_0x17a04
     0.00%  translator  [kernel.kallsyms]  [k] _find_next_bit
     0.00%  translator  perf-32261.map     [.] src_0x18124
     0.00%  translator  perf-32261.map     [.] src_0x181c0
     0.00%  translator  perf-32261.map     [.] src_0x138b0
     0.00%  translator  perf-32261.map     [.] src_0x1a284
     0.00%  translator  [kernel.kallsyms]  [k] handle_mm_fault
     0.00%  translator  perf-32261.map     [.] src_0x17fdc
     0.00%  translator  perf-32261.map     [.] src_0x18188
     0.00%  translator  perf-32261.map     [.] src_0x1b408
     0.00%  translator  perf-32261.map     [.] src_0x18454
     0.00%  translator  perf-32261.map     [.] src_0x17c50
     0.00%  translator  [kernel.kallsyms]  [k] rcu_irq_enter
     0.00%  translator  perf-32261.map     [.] src_0x16764
     0.00%  translator  perf-32261.map     [.] src_0x1a08c
     0.00%  translator  perf-32261.map     [.] src_0x17a28
     0.00%  translator  perf-32261.map     [.] src_0x15d28
     0.00%  translator  perf-32261.map     [.] src_0x1b2a0
     0.00%  translator  perf-32261.map     [.] src_0x1cd34
     0.00%  translator  perf-32261.map     [.] src_0x1a658
     0.00%  translator  [kernel.kallsyms]  [k] x86_pmu_disable
     0.00%  translator  perf-32261.map     [.] src_0x1e1b8
     0.00%  translator  [kernel.kallsyms]  [k] __do_page_fault
     0.00%  translator  perf-32261.map     [.] src_0x1ec90
     0.00%  translator  perf-32261.map     [.] src_0x1e688
     0.00%  translator  perf-32261.map     [.] src_0x17dac
     0.00%  translator  perf-32261.map     [.] src_0x1b270
     0.00%  translator  perf-32261.map     [.] src_0x1ad88
     0.00%  translator  perf-32261.map     [.] src_0x1ef88
     0.00%  translator  perf-32261.map     [.] src_0x1b4e8
     0.00%  translator  perf-32261.map     [.] src_0x13bb8
     0.00%  translator  perf-32261.map     [.] src_0x182b0
     0.00%  translator  perf-32261.map     [.] src_0x18008
     0.00%  translator  perf-32261.map     [.] src_0x18180
     0.00%  translator  perf-32261.map     [.] src_0x1a294
     0.00%  translator  perf-32261.map     [.] src_0x15eec
     0.00%  translator  perf-32261.map     [.] src_0x1ecb4
     0.00%  translator  perf-32261.map     [.] src_0x1b508
     0.00%  translator  perf-32261.map     [.] src_0x16e98
     0.00%  translator  perf-32261.map     [.] src_0x1abf8
     0.00%  translator  perf-32261.map     [.] src_0x161ec
     0.00%  translator  perf-32261.map     [.] src_0x1ece8
     0.00%  translator  perf-32261.map     [.] src_0x15a8c
     0.00%  translator  perf-32261.map     [.] src_0x1b260
     0.00%  translator  perf-32261.map     [.] src_0x1b12c
     0.00%  translator  perf-32261.map     [.] src_0x1a388
     0.00%  translator  perf-32261.map     [.] src_0x1af40
     0.00%  translator  [kernel.kallsyms]  [k] cpu_needs_another_gp
     0.00%  translator  perf-32261.map     [.] src_0x19604
     0.00%  translator  perf-32261.map     [.] src_0x183f4
     0.00%  translator  perf-32261.map     [.] src_0x1679c
     0.00%  translator  [kernel.kallsyms]  [k] tick_sched_timer
     0.00%  translator  [kernel.kallsyms]  [k] __alloc_pages_nodemask
     0.00%  translator  [kernel.kallsyms]  [k] __next_zones_zonelist
     0.00%  translator  perf-32261.map     [.] src_0x1846c
     0.00%  translator  perf-32261.map     [.] src_0x1b484
     0.00%  translator  perf-32261.map     [.] src_0x1acfc
     0.00%  translator  [kernel.kallsyms]  [k] free_pcppages_bulk
     0.00%  translator  [kernel.kallsyms]  [k] scheduler_tick
     0.00%  translator  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.00%  translator  perf-32261.map     [.] src_0x1a8bc
     0.00%  translator  perf-32261.map     [.] src_0x1b1a0
     0.00%  translator  perf-32261.map     [.] src_0x161f8
     0.00%  translator  perf-32261.map     [.] src_0x1b500
     0.00%  translator  perf-32261.map     [.] src_0x183bc
     0.00%  translator  [kernel.kallsyms]  [k] page_remove_rmap
     0.00%  translator  perf-32261.map     [.] src_0x16bac
     0.00%  translator  perf-32261.map     [.] src_0x1b4b8
     0.00%  translator  [kernel.kallsyms]  [k] unmap_page_range
     0.00%  translator  [kernel.kallsyms]  [k] enqueue_hrtimer
     0.00%  translator  perf-32261.map     [.] src_0x1c35c
     0.00%  translator  perf-32261.map     [.] src_0x183c0
     0.00%  translator  perf-32261.map     [.] src_0x18278
     0.00%  translator  perf-32261.map     [.] src_0x18eec
     0.00%  translator  [kernel.kallsyms]  [k] cpumask_next_and
     0.00%  translator  [kernel.kallsyms]  [k] dev_watchdog
     0.00%  translator  perf-32261.map     [.] src_0x1a0c4
     0.00%  translator  perf-32261.map     [.] src_0x1840c
     0.00%  translator  [kernel.kallsyms]  [k] native_sched_clock
     0.00%  translator  perf-32261.map     [.] src_0x18664
     0.00%  translator  perf-32261.map     [.] src_0x1b3cc
     0.00%  translator  perf-32261.map     [.] src_0x18468
     0.00%  translator  perf-32261.map     [.] src_0x183a4
     0.00%  translator  perf-32261.map     [.] src_0x183d8
     0.00%  translator  perf-32261.map     [.] src_0x1acac
     0.00%  translator  perf-32261.map     [.] src_0x1b3b4
     0.00%  translator  perf-32261.map     [.] src_0x1da54
     0.00%  translator  perf-32261.map     [.] src_0x1aa30
     0.00%  translator  perf-32261.map     [.] src_0x1cd24
     0.00%  translator  perf-32261.map     [.] src_0x183e0
     0.00%  translator  perf-32261.map     [.] src_0x1b2d4
     0.00%  translator  perf-32261.map     [.] src_0x17b94
     0.00%  translator  perf-32261.map     [.] src_0x159b8
     0.00%  translator  perf-32261.map     [.] src_0x1b244
     0.00%  translator  perf-32261.map     [.] src_0x215a4
     0.00%  translator  perf-32261.map     [.] src_0x186b8
     0.00%  translator  perf-32261.map     [.] src_0x1af1c
     0.00%  translator  perf-32261.map     [.] src_0x18274
     0.00%  translator  [kernel.kallsyms]  [k] __mod_node_page_state
     0.00%  translator  perf-32261.map     [.] src_0x21468
     0.00%  translator  perf-32261.map     [.] src_0x1a094
     0.00%  translator  perf-32261.map     [.] src_0x1cb8c
     0.00%  translator  perf-32261.map     [.] src_0x16248
     0.00%  translator  perf-32261.map     [.] src_0x16250
     0.00%  translator  perf-32261.map     [.] src_0x13bc4
     0.00%  translator  perf-32261.map     [.] src_0x16388
     0.00%  translator  perf-32261.map     [.] src_0x1b4a0
     0.00%  translator  perf-32261.map     [.] src_0x1b2c4
     0.00%  translator  perf-32261.map     [.] src_0x161c8
     0.00%  translator  [kernel.kallsyms]  [k] update_load_avg
     0.00%  translator  perf-32261.map     [.] src_0x1713c
     0.00%  translator  perf-32261.map     [.] src_0x1a70c
     0.00%  translator  perf-32261.map     [.] src_0x18408
     0.00%  translator  perf-32261.map     [.] src_0x1b228
     0.00%  translator  [kernel.kallsyms]  [k] __lru_cache_add
     0.00%  translator  [kernel.kallsyms]  [k] page_add_new_anon_rmap
     0.00%  translator  perf-32261.map     [.] src_0x186a0
     0.00%  translator  perf-32261.map     [.] src_0x186c0
     0.00%  translator  perf-32261.map     [.] src_0x1a8c0
     0.00%  translator  perf-32261.map     [.] src_0x17144
     0.00%  translator  [kernel.kallsyms]  [k] rb_next
     0.00%  translator  perf-32261.map     [.] src_0x1dac4
     0.00%  translator  perf-32261.map     [.] src_0x18474
     0.00%  translator  perf-32261.map     [.] src_0x158d4
     0.00%  translator  perf-32261.map     [.] src_0x1c370
     0.00%  translator  perf-32261.map     [.] src_0x1b464
     0.00%  translator  perf-32261.map     [.] src_0x183d4
     0.00%  translator  perf-32261.map     [.] src_0x18414
     0.00%  translator  perf-32261.map     [.] src_0x1b10c
     0.00%  translator  [kernel.kallsyms]  [k] __update_load_avg_se.isra.37
     0.00%  translator  perf-32261.map     [.] src_0x1f388
     0.00%  translator  perf-32261.map     [.] src_0x1b2d0
     0.00%  translator  perf-32261.map     [.] src_0x1628c
     0.00%  translator  perf-32261.map     [.] src_0x18420
     0.00%  translator  perf-32261.map     [.] src_0x1625c
     0.00%  translator  perf-32261.map     [.] src_0x15d6c
     0.00%  translator  perf-32261.map     [.] src_0x1d1f0
     0.00%  translator  perf-32261.map     [.] src_0x1b2a8
     0.00%  translator  perf-32261.map     [.] src_0x1b214
     0.00%  translator  perf-32261.map     [.] src_0x18af0
     0.00%  translator  perf-32261.map     [.] src_0x180a8
     0.00%  translator  perf-32261.map     [.] src_0x186cc
     0.00%  translator  perf-32261.map     [.] src_0x195c4
     0.00%  translator  perf-32261.map     [.] src_0x18258
     0.00%  translator  perf-32261.map     [.] src_0x18698
     0.00%  translator  [kernel.kallsyms]  [k] down_read_trylock
     0.00%  translator  perf-32261.map     [.] src_0x1965c
     0.00%  translator  perf-32261.map     [.] src_0x1a0a4
     0.00%  translator  perf-32261.map     [.] src_0x1dd30
     0.00%  translator  perf-32261.map     [.] src_0x163f0
     0.00%  translator  perf-32261.map     [.] src_0x1aa34
     0.00%  translator  perf-32261.map     [.] src_0x161fc
     0.00%  translator  [kernel.kallsyms]  [k] mem_cgroup_from_task
     0.00%  translator  [kernel.kallsyms]  [k] profile_tick
     0.00%  translator  [kernel.kallsyms]  [k] intel_pmu_disable_all
     0.00%  translator  perf-32261.map     [.] src_0x1c374
     0.00%  translator  perf-32261.map     [.] src_0x1e154
     0.00%  translator  perf-32261.map     [.] src_0x15764
     0.00%  translator  [kernel.kallsyms]  [k] __mod_zone_page_state
     0.00%  translator  perf-32261.map     [.] src_0x1da10
     0.00%  translator  perf-32261.map     [.] src_0x1b1e0
     0.00%  translator  [kernel.kallsyms]  [k] lru_cache_add_active_or_unevictable
     0.00%  translator  [kernel.kallsyms]  [k] __note_gp_changes
     0.00%  translator  [kernel.kallsyms]  [k] load_balance
     0.00%  translator  perf-32261.map     [.] src_0x1600c
     0.00%  translator  perf-32261.map     [.] src_0x1826c
     0.00%  translator  [kernel.kallsyms]  [k] alloc_pages_vma
